identifier	universe	class_name	accession	pfam_accession	model_name
confirmatory::Q91971	confirmatory	negative	Q91971	PF00123.25	Hormone_2
confirmatory::Q91971	confirmatory	negative	Q91971	PF00123.25	Hormone_2
confirmatory::Q91971	confirmatory	negative	Q91971	PF00123.25	Hormone_2
confirmatory::Q91974	confirmatory	negative	Q91974	PF00023.35	Ank
confirmatory::Q91974	confirmatory	negative	Q91974	PF00023.35	Ank
confirmatory::Q91974	confirmatory	negative	Q91974	PF00023.35	Ank
confirmatory::Q91974	confirmatory	negative	Q91974	PF00023.35	Ank
confirmatory::Q91974	confirmatory	negative	Q91974	PF12796.12	Ank_2
confirmatory::Q91974	confirmatory	negative	Q91974	PF12796.12	Ank_2
confirmatory::Q91974	confirmatory	negative	Q91974	PF12796.12	Ank_2
confirmatory::Q91974	confirmatory	negative	Q91974	PF13606.11	Ank_3
confirmatory::Q91974	confirmatory	negative	Q91974	PF13606.11	Ank_3
confirmatory::Q91974	confirmatory	negative	Q91974	PF13606.11	Ank_3
confirmatory::Q91974	confirmatory	negative	Q91974	PF13637.11	Ank_4
confirmatory::Q91974	confirmatory	negative	Q91974	PF13857.11	Ank_5
confirmatory::Q91974	confirmatory	negative	Q91974	PF13857.11	Ank_5
confirmatory::Q91V08	confirmatory	negative	Q91V08	PF00059.26	Lectin_C
confirmatory::Q91V08	confirmatory	negative	Q91V08	PF05473.17	UL45
confirmatory::Q91V98	confirmatory	negative	Q91V98	PF00059.26	Lectin_C
confirmatory::Q91V98	confirmatory	negative	Q91V98	PF14670.11	FXa_inhibition
confirmatory::Q91W50	confirmatory	negative	Q91W50	PF00313.27	CSD
confirmatory::Q91W50	confirmatory	negative	Q91W50	PF00313.27	CSD
confirmatory::Q91W50	confirmatory	negative	Q91W50	PF00313.27	CSD
confirmatory::Q91W50	confirmatory	negative	Q91W50	PF00313.27	CSD
confirmatory::Q91W50	confirmatory	negative	Q91W50	PF00313.27	CSD
confirmatory::Q91W50	confirmatory	negative	Q91W50	PF12901.12	SUZ-C
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF00023.35	Ank
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF00023.35	Ank
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF12796.12	Ank_2
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF12796.12	Ank_2
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF13606.11	Ank_3
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF13637.11	Ank_4
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF13637.11	Ank_4
confirmatory::Q91WK7	confirmatory	negative	Q91WK7	PF13857.11	Ank_5
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF00004.34	AAA
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF05496.17	RuvB_N
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF05673.18	DUF815
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF07728.19	AAA_5
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF12002.13	MgsA_C
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF13173.11	AAA_14
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF16193.10	AAA_assoc_2
confirmatory::Q91XU0	confirmatory	negative	Q91XU0	PF18279.6	zf-WRNIP1_ubi
confirmatory::Q91YQ3	confirmatory	negative	Q91YQ3	PF00313.27	CSD
confirmatory::Q91ZH7	confirmatory	negative	Q91ZH7	PF00561.25	Abhydrolase_1
confirmatory::Q91ZH7	confirmatory	negative	Q91ZH7	PF12697.12	Abhydrolase_6
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF00023.35	Ank
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF00023.35	Ank
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF00023.35	Ank
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF00023.35	Ank
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF00023.35	Ank
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF00023.35	Ank
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF07525.21	SOCS_box
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF12796.12	Ank_2
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF12796.12	Ank_2
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF13637.11	Ank_4
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF13637.11	Ank_4
confirmatory::Q91ZT8	confirmatory	negative	Q91ZT8	PF13637.11	Ank_4
confirmatory::Q92035	confirmatory	positive	Q92035	PF00135.33	COesterase
confirmatory::Q92035	confirmatory	positive	Q92035	PF08674.15	AChE_tetra
confirmatory::Q92035	confirmatory	positive	Q92035	PF20434.3	BD-FAE
confirmatory::Q920A7	confirmatory	negative	Q920A7	PF00004.34	AAA
confirmatory::Q920A7	confirmatory	negative	Q920A7	PF01434.23	Peptidase_M41
confirmatory::Q920A7	confirmatory	negative	Q920A7	PF06480.20	FtsH_ext
confirmatory::Q920A7	confirmatory	negative	Q920A7	PF17862.6	AAA_lid_3
confirmatory::Q923B1	confirmatory	negative	Q923B1	PF00149.33	Metallophos
confirmatory::Q923B1	confirmatory	negative	Q923B1	PF05011.18	DBR1
confirmatory::Q92478	confirmatory	negative	Q92478	PF00059.26	Lectin_C
confirmatory::Q92485	confirmatory	negative	Q92485	PF00149.33	Metallophos
confirmatory::Q92485	confirmatory	negative	Q92485	PF19272.4	ASMase_C
confirmatory::Q924P3	confirmatory	negative	Q924P3	PF00061.28	Lipocalin
confirmatory::Q925I1	confirmatory	negative	Q925I1	PF00004.34	AAA
confirmatory::Q925I1	confirmatory	negative	Q925I1	PF12037.13	ATAD3_N
confirmatory::Q925I7	confirmatory	negative	Q925I7	PF00341.22	PDGF
confirmatory::Q925I7	confirmatory	negative	Q925I7	PF00431.25	CUB
confirmatory::Q925S8	confirmatory	negative	Q925S8	PF00004.34	AAA
confirmatory::Q925S8	confirmatory	negative	Q925S8	PF01434.23	Peptidase_M41
confirmatory::Q925S8	confirmatory	negative	Q925S8	PF17862.6	AAA_lid_3
confirmatory::Q92GV1	confirmatory	negative	Q92GV1	PF00313.27	CSD
confirmatory::Q939S9	confirmatory	positive	Q939S9	PF05431.16	Toxin_10
confirmatory::Q939T0	confirmatory	positive	Q939T0	PF06355.18	Aegerolysin
confirmatory::Q93LQ6	confirmatory	negative	Q93LQ6	PF00082.27	Peptidase_S8
confirmatory::Q93LQ6	confirmatory	negative	Q93LQ6	PF22148.1	Fervidolysin_NPro-like
confirmatory::Q93LQ6	confirmatory	negative	Q93LQ6	PF22349.1	Fervidolysin_SD2
confirmatory::Q93PJ4	confirmatory	negative	Q93PJ4	PF00449.25	Urease_alpha
confirmatory::Q93PJ4	confirmatory	negative	Q93PJ4	PF01979.25	Amidohydro_1
confirmatory::Q93PJ4	confirmatory	negative	Q93PJ4	PF07969.16	Amidohydro_3
confirmatory::Q93PJ5	confirmatory	negative	Q93PJ5	PF00547.23	Urease_gamma
confirmatory::Q93PJ5	confirmatory	negative	Q93PJ5	PF00699.25	Urease_beta
confirmatory::Q93Q17	confirmatory	positive	Q93Q17	PF03496.19	ADPrib_exo_Tox
confirmatory::Q93Q17	confirmatory	positive	Q93Q17	PF03545.18	YopE
confirmatory::Q93RR6	confirmatory	positive	Q93RR6	PF06109.18	HlyE
confirmatory::Q93ZX1	confirmatory	negative	Q93ZX1	PF00004.34	AAA
confirmatory::Q93ZX1	confirmatory	negative	Q93ZX1	PF03215.20	Rad17
confirmatory::Q93ZX1	confirmatory	negative	Q93ZX1	PF08542.16	Rep_fac_C
confirmatory::Q93ZX1	confirmatory	negative	Q93ZX1	PF13177.11	DNA_pol3_delta2
confirmatory::Q93ZX1	confirmatory	negative	Q93ZX1	PF21960.1	RCF1-5-like_lid
confirmatory::Q944L7	confirmatory	negative	Q944L7	PF00149.33	Metallophos
confirmatory::Q949H3	confirmatory	negative	Q949H3	PF00182.24	Glyco_hydro_19
confirmatory::Q949H3	confirmatory	negative	Q949H3	PF00187.24	Chitin_bind_1
confirmatory::Q949Y3	confirmatory	negative	Q949Y3	PF00149.33	Metallophos
confirmatory::Q949Y3	confirmatory	negative	Q949Y3	PF14008.11	Metallophos_C
confirmatory::Q949Y3	confirmatory	negative	Q949Y3	PF16656.10	Pur_ac_phosph_N
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF00023.35	Ank
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF00023.35	Ank
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF00023.35	Ank
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF00023.35	Ank
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF00023.35	Ank
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF12796.12	Ank_2
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF12796.12	Ank_2
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF13606.11	Ank_3
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF13606.11	Ank_3
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF13637.11	Ank_4
confirmatory::Q94B55	confirmatory	negative	Q94B55	PF13637.11	Ank_4
confirmatory::Q94K01	confirmatory	negative	Q94K01	PF00149.33	Metallophos
confirmatory::Q94K01	confirmatory	negative	Q94K01	PF05011.18	DBR1
confirmatory::Q95000	confirmatory	negative	Q95000	PF00135.33	COesterase
confirmatory::Q95000	confirmatory	negative	Q95000	PF07859.18	Abhydrolase_3
confirmatory::Q95000	confirmatory	negative	Q95000	PF20434.3	BD-FAE
confirmatory::Q95001	confirmatory	negative	Q95001	PF00135.33	COesterase
confirmatory::Q95001	confirmatory	negative	Q95001	PF07859.18	Abhydrolase_3
confirmatory::Q95001	confirmatory	negative	Q95001	PF20434.3	BD-FAE
confirmatory::Q95114	confirmatory	negative	Q95114	PF00008.32	EGF
confirmatory::Q95114	confirmatory	negative	Q95114	PF00008.32	EGF
confirmatory::Q95114	confirmatory	negative	Q95114	PF00754.30	F5_F8_type_C
confirmatory::Q95114	confirmatory	negative	Q95114	PF00754.30	F5_F8_type_C
confirmatory::Q95114	confirmatory	negative	Q95114	PF22633.1	F5_F8_type_C_2
confirmatory::Q95121	confirmatory	negative	Q95121	PF00079.25	Serpin
confirmatory::Q95182	confirmatory	negative	Q95182	PF00061.28	Lipocalin
confirmatory::Q95220	confirmatory	negative	Q95220	PF00045.24	Hemopexin
confirmatory::Q95220	confirmatory	negative	Q95220	PF00045.24	Hemopexin
confirmatory::Q95220	confirmatory	negative	Q95220	PF00045.24	Hemopexin
confirmatory::Q95220	confirmatory	negative	Q95220	PF00045.24	Hemopexin
confirmatory::Q95220	confirmatory	negative	Q95220	PF00413.29	Peptidase_M10
confirmatory::Q95220	confirmatory	negative	Q95220	PF01471.23	PG_binding_1
confirmatory::Q95220	confirmatory	negative	Q95220	PF11857.13	DUF3377
confirmatory::Q95229	confirmatory	negative	Q95229	PF00341.22	PDGF
confirmatory::Q95229	confirmatory	negative	Q95229	PF04692.18	PDGF_N
confirmatory::Q95235	confirmatory	negative	Q95235	PF00008.32	EGF
confirmatory::Q95235	confirmatory	negative	Q95235	PF00059.26	Lectin_C
confirmatory::Q95235	confirmatory	negative	Q95235	PF00084.25	Sushi
confirmatory::Q95235	confirmatory	negative	Q95235	PF00084.25	Sushi
confirmatory::Q95237	confirmatory	negative	Q95237	PF00008.32	EGF
confirmatory::Q95237	confirmatory	negative	Q95237	PF00059.26	Lectin_C
confirmatory::Q95237	confirmatory	negative	Q95237	PF00084.25	Sushi
confirmatory::Q95237	confirmatory	negative	Q95237	PF00084.25	Sushi
confirmatory::Q95J82	confirmatory	negative	Q95J82	PF00007.27	Cys_knot
confirmatory::Q95J85	confirmatory	negative	Q95J85	PF00007.27	Cys_knot
confirmatory::Q95J88	confirmatory	negative	Q95J88	PF00007.27	Cys_knot
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00008.32	EGF
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00059.26	Lectin_C
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00084.25	Sushi
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00084.25	Sushi
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00084.25	Sushi
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00084.25	Sushi
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00084.25	Sushi
confirmatory::Q95LG1	confirmatory	negative	Q95LG1	PF00084.25	Sushi
confirmatory::Q95LU3	confirmatory	negative	Q95LU3	PF00147.23	Fibrinogen_C
confirmatory::Q95MI4	confirmatory	negative	Q95MI4	PF00059.26	Lectin_C
confirmatory::Q95MI5	confirmatory	negative	Q95MI5	PF00059.26	Lectin_C
confirmatory::Q95MI5	confirmatory	negative	Q95MI5	PF05473.17	UL45
confirmatory::Q95P89	confirmatory	positive	Q95P89	PF05453.17	Toxin_6
confirmatory::Q95X35	confirmatory	negative	Q95X35	PF00149.33	Metallophos
confirmatory::Q96285	confirmatory	negative	Q96285	PF00069.30	Pkinase
confirmatory::Q96285	confirmatory	negative	Q96285	PF00139.25	Lectin_legB
confirmatory::Q96285	confirmatory	negative	Q96285	PF07714.22	PK_Tyr_Ser-Thr
confirmatory::Q965W1	confirmatory	negative	Q965W1	PF00061.28	Lipocalin
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF00023.35	Ank
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF00023.35	Ank
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF00023.35	Ank
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF00023.35	Ank
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF00023.35	Ank
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF00569.22	ZZ
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF06701.18	MIB_HERC2
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF06701.18	MIB_HERC2
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF12796.12	Ank_2
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF12796.12	Ank_2
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF12796.12	Ank_2
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF12796.12	Ank_2
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13606.11	Ank_3
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13606.11	Ank_3
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13637.11	Ank_4
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13857.11	Ank_5
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13857.11	Ank_5
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13920.11	zf-C3HC4_3
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF13920.11	zf-C3HC4_3
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF18346.6	SH3_15
confirmatory::Q96AX9	confirmatory	negative	Q96AX9	PF18346.6	SH3_15
confirmatory::Q96I13	confirmatory	negative	Q96I13	PF00561.25	Abhydrolase_1
confirmatory::Q96I13	confirmatory	negative	Q96I13	PF12146.13	Hydrolase_4
confirmatory::Q96I13	confirmatory	negative	Q96I13	PF12697.12	Abhydrolase_6
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF00023.35	Ank
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF12796.12	Ank_2
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF12796.12	Ank_2
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF12796.12	Ank_2
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF12796.12	Ank_2
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF12796.12	Ank_2
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13606.11	Ank_3
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13606.11	Ank_3
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13606.11	Ank_3
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13606.11	Ank_3
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13637.11	Ank_4
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13637.11	Ank_4
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13637.11	Ank_4
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13637.11	Ank_4
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13637.11	Ank_4
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13857.11	Ank_5
confirmatory::Q96JP0	confirmatory	negative	Q96JP0	PF13857.11	Ank_5
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF00023.35	Ank
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF00023.35	Ank
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF00023.35	Ank
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF00023.35	Ank
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF07525.21	SOCS_box
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF12796.12	Ank_2
confirmatory::Q96NS5	confirmatory	negative	Q96NS5	PF13637.11	Ank_4
confirmatory::Q96R05	confirmatory	negative	Q96R05	PF00061.28	Lipocalin
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF00004.34	AAA
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF05496.17	RuvB_N
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF05673.18	DUF815
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF07728.19	AAA_5
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF12002.13	MgsA_C
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF13173.11	AAA_14
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF16193.10	AAA_assoc_2
confirmatory::Q96S55	confirmatory	negative	Q96S55	PF18279.6	zf-WRNIP1_ubi
confirmatory::Q96SE0	confirmatory	negative	Q96SE0	PF00561.25	Abhydrolase_1
confirmatory::Q96SE0	confirmatory	negative	Q96SE0	PF12146.13	Hydrolase_4
confirmatory::Q96SE0	confirmatory	negative	Q96SE0	PF12697.12	Abhydrolase_6
confirmatory::Q96TA2	confirmatory	negative	Q96TA2	PF00004.34	AAA
confirmatory::Q96TA2	confirmatory	negative	Q96TA2	PF01434.23	Peptidase_M41
confirmatory::Q96TA2	confirmatory	negative	Q96TA2	PF17862.6	AAA_lid_3
confirmatory::Q96VC9	confirmatory	negative	Q96VC9	PF00135.33	COesterase
confirmatory::Q972V9	confirmatory	negative	Q972V9	PF00547.23	Urease_gamma
confirmatory::Q972V9	confirmatory	negative	Q972V9	PF00699.25	Urease_beta
confirmatory::Q972W0	confirmatory	negative	Q972W0	PF00449.25	Urease_alpha
confirmatory::Q972W0	confirmatory	negative	Q972W0	PF01979.25	Amidohydro_1
confirmatory::Q98849	confirmatory	negative	Q98849	PF00007.27	Cys_knot
confirmatory::Q988D4	confirmatory	negative	Q988D4	PF00561.25	Abhydrolase_1
confirmatory::Q988D4	confirmatory	negative	Q988D4	PF12146.13	Hydrolase_4
confirmatory::Q988D4	confirmatory	negative	Q988D4	PF12697.12	Abhydrolase_6
confirmatory::Q98CY9	confirmatory	negative	Q98CY9	PF00449.25	Urease_alpha
confirmatory::Q98CY9	confirmatory	negative	Q98CY9	PF01979.25	Amidohydro_1
confirmatory::Q98CY9	confirmatory	negative	Q98CY9	PF07969.16	Amidohydro_3
confirmatory::Q98TA4	confirmatory	negative	Q98TA4	PF00059.26	Lectin_C
confirmatory::Q98TA4	confirmatory	negative	Q98TA4	PF01391.23	Collagen
confirmatory::Q99156	confirmatory	negative	Q99156	PF00135.33	COesterase
confirmatory::Q99156	confirmatory	negative	Q99156	PF20434.3	BD-FAE
confirmatory::Q99289	confirmatory	positive	Q99289	PF00657.27	Lipase_GDSL
confirmatory::Q99405	confirmatory	negative	Q99405	PF00082.27	Peptidase_S8
confirmatory::Q99405	confirmatory	negative	Q99405	PF05922.21	Inhibitor_I9
confirmatory::Q99542	confirmatory	negative	Q99542	PF00045.24	Hemopexin
confirmatory::Q99542	confirmatory	negative	Q99542	PF00045.24	Hemopexin
confirmatory::Q99542	confirmatory	negative	Q99542	PF00045.24	Hemopexin
confirmatory::Q99542	confirmatory	negative	Q99542	PF00045.24	Hemopexin
confirmatory::Q99542	confirmatory	negative	Q99542	PF00413.29	Peptidase_M10
confirmatory::Q99542	confirmatory	negative	Q99542	PF01471.23	PG_binding_1
confirmatory::Q99J62	confirmatory	negative	Q99J62	PF00004.34	AAA
confirmatory::Q99J62	confirmatory	negative	Q99J62	PF03215.20	Rad17
confirmatory::Q99J62	confirmatory	negative	Q99J62	PF08542.16	Rep_fac_C
confirmatory::Q99J62	confirmatory	negative	Q99J62	PF13177.11	DNA_pol3_delta2
confirmatory::Q99J62	confirmatory	negative	Q99J62	PF21960.1	RCF1-5-like_lid
confirmatory::Q99JB4	confirmatory	negative	Q99JB4	PF00059.26	Lectin_C
confirmatory::Q99LC9	confirmatory	negative	Q99LC9	PF00004.34	AAA
confirmatory::Q99LC9	confirmatory	negative	Q99LC9	PF00004.34	AAA
confirmatory::Q99LR1	confirmatory	negative	Q99LR1	PF00561.25	Abhydrolase_1
confirmatory::Q99LR1	confirmatory	negative	Q99LR1	PF12146.13	Hydrolase_4
confirmatory::Q99LR1	confirmatory	negative	Q99LR1	PF12697.12	Abhydrolase_6
confirmatory::Q99MG7	confirmatory	negative	Q99MG7	PF00061.28	Lipocalin
confirmatory::Q99P60	confirmatory	negative	Q99P60	PF00061.28	Lipocalin
confirmatory::Q99P61	confirmatory	negative	Q99P61	PF00061.28	Lipocalin
confirmatory::Q99P61	confirmatory	negative	Q99P61	PF14651.11	Lipocalin_7
confirmatory::Q99PP0	confirmatory	negative	Q99PP0	PF00007.27	Cys_knot
confirmatory::Q99PP0	confirmatory	negative	Q99PP0	PF00090.24	TSP_1
confirmatory::Q99PP0	confirmatory	negative	Q99PP0	PF00093.23	VWC
confirmatory::Q99PP0	confirmatory	negative	Q99PP0	PF00219.23	IGFBP
confirmatory::Q99PP0	confirmatory	negative	Q99PP0	PF19035.5	TSP1_CCN
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF00045.24	Hemopexin
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF00045.24	Hemopexin
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF00045.24	Hemopexin
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF00045.24	Hemopexin
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF00413.29	Peptidase_M10
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF01471.23	PG_binding_1
confirmatory::Q99PW6	confirmatory	negative	Q99PW6	PF11857.13	DUF3377
confirmatory::Q99Q01	confirmatory	positive	Q99Q01	PF07906.18	Toxin_15
confirmatory::Q9AQM4	confirmatory	negative	Q9AQM4	PF00561.25	Abhydrolase_1
confirmatory::Q9AQM4	confirmatory	negative	Q9AQM4	PF12146.13	Hydrolase_4
confirmatory::Q9AQM4	confirmatory	negative	Q9AQM4	PF12697.12	Abhydrolase_6
confirmatory::Q9AQT6	confirmatory	negative	Q9AQT6	PF00547.23	Urease_gamma
confirmatory::Q9ATH2	confirmatory	negative	Q9ATH2	PF00234.27	Tryp_alpha_amyl
confirmatory::Q9ATH2	confirmatory	negative	Q9ATH2	PF14368.11	LTP_2
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AVB0	confirmatory	negative	Q9AVB0	PF00187.24	Chitin_bind_1
confirmatory::Q9AYP9	confirmatory	negative	Q9AYP9	PF00187.24	Chitin_bind_1
confirmatory::Q9AYP9	confirmatory	negative	Q9AYP9	PF00187.24	Chitin_bind_1
confirmatory::Q9AYP9	confirmatory	negative	Q9AYP9	PF00187.24	Chitin_bind_1
confirmatory::Q9BDI9	confirmatory	negative	Q9BDI9	PF00007.27	Cys_knot
confirmatory::Q9BDJ0	confirmatory	negative	Q9BDJ0	PF00007.27	Cys_knot
confirmatory::Q9BDY7	confirmatory	negative	Q9BDY7	PF00147.23	Fibrinogen_C
confirmatory::Q9BDY8	confirmatory	negative	Q9BDY8	PF00147.23	Fibrinogen_C
confirmatory::Q9BMK3	confirmatory	negative	Q9BMK3	PF00061.28	Lipocalin
confirmatory::Q9BRF8	confirmatory	negative	Q9BRF8	PF00149.33	Metallophos
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF00023.35	Ank
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF12796.12	Ank_2
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF12796.12	Ank_2
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF12796.12	Ank_2
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF12796.12	Ank_2
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13606.11	Ank_3
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13606.11	Ank_3
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13606.11	Ank_3
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13637.11	Ank_4
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13637.11	Ank_4
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13637.11	Ank_4
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13857.11	Ank_5
confirmatory::Q9BSK4	confirmatory	negative	Q9BSK4	PF13857.11	Ank_5
confirmatory::Q9BV23	confirmatory	negative	Q9BV23	PF00561.25	Abhydrolase_1
confirmatory::Q9BV23	confirmatory	negative	Q9BV23	PF03096.19	Ndr
confirmatory::Q9BV23	confirmatory	negative	Q9BV23	PF12146.13	Hydrolase_4
