pfam_identifier	protein_id
CL0163	confirmatory::Q6TPH1
CL0163	confirmatory::Q6XBH1
CL0163	confirmatory::Q6ZNF0
CL0163	confirmatory::Q6ZT21
CL0163	confirmatory::Q7T291
CL0163	confirmatory::Q7T3E4
CL0163	confirmatory::Q7XQR9
CL0163	confirmatory::Q7YSW8
CL0163	confirmatory::Q80XL7
CL0163	confirmatory::Q84K11
CL0163	confirmatory::Q84LR6
CL0163	confirmatory::Q84XU2
CL0163	confirmatory::Q8BFS6
CL0163	confirmatory::Q8BX37
CL0163	confirmatory::Q8H129
CL0163	confirmatory::Q8H1R2
CL0163	confirmatory::Q8H5F8
CL0163	confirmatory::Q8I2X3
CL0163	confirmatory::Q8L774
CL0163	confirmatory::Q8L7U5
CL0163	confirmatory::Q8LSN3
CL0163	confirmatory::Q8MJ47
CL0163	confirmatory::Q8S341
CL0163	confirmatory::Q8U1N9
CL0163	confirmatory::Q8VYU7
CL0163	confirmatory::Q8WMS6
CL0163	confirmatory::Q8YLG0
CL0163	confirmatory::Q8ZMH3
CL0163	confirmatory::Q8ZNY9
CL0163	confirmatory::Q923B1
CL0163	confirmatory::Q92485
CL0163	confirmatory::Q944L7
CL0163	confirmatory::Q949Y3
CL0163	confirmatory::Q94K01
CL0163	confirmatory::Q95X35
CL0163	confirmatory::Q9BRF8
CL0163	confirmatory::Q9C291
CL0163	confirmatory::Q9C510
CL0163	confirmatory::Q9C927
CL0163	confirmatory::Q9FMK9
CL0163	confirmatory::Q9FN02
CL0163	confirmatory::Q9HDU9
CL0163	confirmatory::Q9HRW4
CL0163	confirmatory::Q9I2V0
CL0163	confirmatory::Q9IAM7
CL0163	confirmatory::Q9JIM0
CL0163	confirmatory::Q9LHE7
CL0163	confirmatory::Q9LMG7
CL0163	confirmatory::Q9LMX4
CL0163	confirmatory::Q9LR78
CL0163	confirmatory::Q9LX83
CL0163	confirmatory::Q9LXI7
CL0163	confirmatory::Q9M9W3
CL0163	confirmatory::Q9NES8
CL0163	confirmatory::Q9SB68
CL0163	confirmatory::Q9SCX8
CL0163	confirmatory::Q9SE00
CL0163	confirmatory::Q9SHS7
CL0163	confirmatory::Q9SI18
CL0163	confirmatory::Q9SIV9
CL0163	confirmatory::Q9SJF0
CL0163	confirmatory::Q9SX52
CL0163	confirmatory::Q9UAY4
CL0163	confirmatory::Q9US39
CL0163	confirmatory::Q9UVN9
CL0163	confirmatory::Q9VLR9
CL0163	confirmatory::Q9VXF1
CL0163	confirmatory::Q9W6K1
CL0163	confirmatory::Q9XGM2
CL0163	confirmatory::Q9XW79
CL0163	confirmatory::Q9Y0B7
CL0163	discovery::P05637
CL0163	discovery::P17405
CL0163	discovery::P55798
CL0163	discovery::Q27884
CL0163	discovery::Q5MAU8
CL0163	discovery::Q61216
CL0163	discovery::Q93WP4
CL0163	discovery::Q9XZE5
CL0164	confirmatory::A8WCC4
CL0164	confirmatory::P49013
CL0164	confirmatory::Q5RA73
CL0164	confirmatory::Q6V9H4
CL0164	confirmatory::Q8CG16
CL0164	confirmatory::Q8CI19
CL0164	confirmatory::Q925I7
CL0164	confirmatory::Q9EQT1
CL0164	confirmatory::Q9EQX6
CL0164	confirmatory::Q9GZP0
CL0164	confirmatory::Q9I946
CL0172	confirmatory::A0ZSK3
CL0177	confirmatory::P22297
CL0177	confirmatory::Q0VIL3
CL0177	confirmatory::Q26643
CL0177	confirmatory::Q9IBF7
CL0177	confirmatory::Q9VTZ5
CL0178	confirmatory::O31147
CL0178	confirmatory::O44952
CL0178	confirmatory::O64948
CL0178	confirmatory::P0A9M0
CL0178	confirmatory::P37945
CL0178	confirmatory::P93655
CL0178	confirmatory::Q3MIB4
CL0178	confirmatory::Q3SX23
CL0178	confirmatory::Q59HJ6
CL0178	confirmatory::Q69UZ3
CL0178	confirmatory::Q86WA8
CL0178	confirmatory::Q8CGK3
CL0178	confirmatory::Q9DBN5
CL0178	confirmatory::Q9M9L7
CL0178	confirmatory::Q9M9L8
CL0186	confirmatory::P9WF06
CL0186	confirmatory::Q8L7U5
CL0186	confirmatory::Q9LR78
CL0186	confirmatory::Q9SHS7
CL0186	confirmatory::Q9SJF0
CL0187	confirmatory::A0A0A2JH00
CL0187	confirmatory::A0A0A2JT36
CL0198	confirmatory::G0HQZ6
CL0198	confirmatory::I3R9Z4
CL0199	confirmatory::P02877
CL0199	confirmatory::P03974
CL0199	confirmatory::P09761
CL0199	confirmatory::P18708
CL0199	confirmatory::P25694
CL0199	confirmatory::P43082
CL0199	confirmatory::P46459
CL0199	confirmatory::P46460
CL0199	confirmatory::P54351
CL0199	confirmatory::P54609
CL0199	confirmatory::P54811
CL0199	confirmatory::P54812
CL0199	confirmatory::P81702
CL0199	confirmatory::Q01853
CL0199	confirmatory::Q3ZBT1
CL0199	confirmatory::Q6GL04
CL0199	confirmatory::Q7KN62
CL0199	confirmatory::Q7ZU99
CL0199	confirmatory::Q9LZF6
CL0199	confirmatory::Q9QUL6
CL0199	confirmatory::Q9SCN8
CL0199	discovery::P46461
CL0202	confirmatory::A0A044RE18
CL0202	confirmatory::A3DCH1
CL0202	confirmatory::G5ECN9
CL0202	confirmatory::I3R794
CL0202	confirmatory::O13359
CL0202	confirmatory::O17798
CL0202	confirmatory::O43854
CL0202	confirmatory::P01558
CL0202	confirmatory::P09231
CL0202	confirmatory::P09958
CL0202	confirmatory::P0C2S1
CL0202	confirmatory::P10477
CL0202	confirmatory::P10478
CL0202	confirmatory::P13134
CL0202	confirmatory::P21661
CL0202	confirmatory::P21956
CL0202	confirmatory::P23188
CL0202	confirmatory::P23377
CL0202	confirmatory::P23916
CL0202	confirmatory::P25472
CL0202	confirmatory::P28840
CL0202	confirmatory::P28841
CL0202	confirmatory::P29119
CL0202	confirmatory::P29120
CL0202	confirmatory::P29122
CL0202	confirmatory::P29145
CL0202	confirmatory::P31339
CL0202	confirmatory::P42779
CL0202	confirmatory::P42781
CL0202	confirmatory::P51559
CL0202	confirmatory::P63239
CL0202	confirmatory::P63240
CL0202	confirmatory::P79385
CL0202	confirmatory::P91863
CL0202	confirmatory::Q03333
CL0202	confirmatory::Q08431
CL0202	confirmatory::Q09175
CL0202	confirmatory::Q28193
CL0202	confirmatory::Q5REC2
CL0202	confirmatory::Q61139
CL0202	confirmatory::Q62849
CL0202	confirmatory::Q63415
CL0202	confirmatory::Q6UW60
CL0202	confirmatory::Q78EH2
CL0202	confirmatory::Q95114
CL0202	confirmatory::Q9GLR0
CL0202	confirmatory::Q9GLR1
CL0202	confirmatory::Q9L5A4
CL0202	confirmatory::Q9VBC7
CL0202	discovery::O35474
CL0202	discovery::O87906
CL0202	discovery::P16218
CL0202	discovery::P16519
CL0202	discovery::P29121
CL0202	discovery::Q45744
CL0202	discovery::Q45755
CL0202	discovery::Q9S597
CL0203	confirmatory::P26224
CL0203	confirmatory::P37700
CL0203	confirmatory::Q01866
CL0213	confirmatory::O75900
CL0213	confirmatory::O88676
CL0213	confirmatory::Q2TBM7
CL0213	discovery::A7SXG9
CL0213	discovery::P0DY41
CL0213	discovery::Q2XXP1
CL0219	confirmatory::B8BNY7
CL0220	confirmatory::A3DBX3
CL0220	confirmatory::A3DC29
CL0220	confirmatory::A3DCH1
CL0220	confirmatory::A3DD66
CL0220	confirmatory::A3DDN1
CL0220	confirmatory::A3DFA0
CL0220	confirmatory::A3DH67
CL0220	confirmatory::G5EBX9
CL0220	confirmatory::O14830
CL0220	confirmatory::O35385
CL0220	confirmatory::O93390
CL0220	confirmatory::P04956
CL0220	confirmatory::P07214
CL0220	confirmatory::P0C2S1
CL0220	confirmatory::P0C2S4
CL0220	confirmatory::P0C2S5
CL0220	confirmatory::P10477
CL0220	confirmatory::P10478
CL0220	confirmatory::P13213
CL0220	confirmatory::P15329
CL0220	confirmatory::P16975
CL0220	confirmatory::P17901
CL0220	confirmatory::P20112
CL0220	confirmatory::P23499
CL0220	confirmatory::P24054
CL0220	confirmatory::P25472
CL0220	confirmatory::P26224
CL0220	confirmatory::P36233
CL0220	confirmatory::P36377
CL0220	confirmatory::P36378
CL0220	confirmatory::P37698
CL0220	confirmatory::P37699
CL0220	confirmatory::P37700
CL0220	confirmatory::P37701
CL0220	confirmatory::P40421
CL0220	confirmatory::P70663
CL0220	confirmatory::P9WF06
CL0220	confirmatory::Q01866
CL0220	confirmatory::Q05332
CL0220	confirmatory::Q5R767
CL0220	confirmatory::Q70DK5
CL0220	confirmatory::Q71S21
CL0220	confirmatory::Q71S22
CL0220	confirmatory::Q84C00
CL0220	discovery::P16218
CL0229	confirmatory::Q4FE47
CL0229	confirmatory::Q58CQ5
CL0229	confirmatory::Q5SMU7
CL0229	confirmatory::Q5ZIJ9
CL0229	confirmatory::Q66H85
CL0229	confirmatory::Q6GNY1
CL0229	confirmatory::Q710E8
CL0229	confirmatory::Q7XI08
CL0229	confirmatory::Q80SY4
CL0229	confirmatory::Q80UU1
CL0229	confirmatory::Q86YT6
CL0229	confirmatory::Q8R516
CL0229	confirmatory::Q96AX9
CL0229	confirmatory::Q9H8Y5
CL0229	confirmatory::Q9SU24
CL0230	confirmatory::O84616
CL0239	confirmatory::C0HJI1
CL0239	confirmatory::C0HJI2
CL0239	confirmatory::C0HJI3
CL0239	confirmatory::C0HJI5
CL0239	confirmatory::C0HJI6
CL0239	confirmatory::C0HJI7
CL0239	confirmatory::C0HJI8
CL0239	confirmatory::C0HJT9
CL0239	confirmatory::C0HJU0
CL0239	confirmatory::C0HKS3
CL0239	confirmatory::C0HKS4
CL0239	confirmatory::F8WCM5
CL0239	confirmatory::O09209
CL0239	confirmatory::O09210
CL0239	confirmatory::O97937
CL0239	confirmatory::P01308
CL0239	confirmatory::P01310
CL0239	confirmatory::P01311
CL0239	confirmatory::P01313
CL0239	confirmatory::P01314
CL0239	confirmatory::P01315
CL0239	confirmatory::P01316
CL0239	confirmatory::P01317
CL0239	confirmatory::P01318
CL0239	confirmatory::P01319
CL0239	confirmatory::P01320
CL0239	confirmatory::P01322
CL0239	confirmatory::P01323
CL0239	confirmatory::P01324
CL0239	confirmatory::P01325
CL0239	confirmatory::P01326
CL0239	confirmatory::P01327
CL0239	confirmatory::P01329
CL0239	confirmatory::P01330
CL0239	confirmatory::P01331
CL0239	confirmatory::P01333
CL0239	confirmatory::P01334
CL0239	confirmatory::P01338
CL0239	confirmatory::P01339
CL0239	confirmatory::P01340
CL0239	confirmatory::P01342
CL0239	confirmatory::P01344
CL0239	confirmatory::P01346
CL0239	confirmatory::P01347
CL0239	confirmatory::P01348
CL0239	confirmatory::P04090
CL0239	confirmatory::P04667
CL0239	confirmatory::P04808
CL0239	confirmatory::P05017
CL0239	confirmatory::P06306
CL0239	confirmatory::P07453
CL0239	confirmatory::P07456
CL0239	confirmatory::P09476
CL0239	confirmatory::P09477
CL0239	confirmatory::P09535
CL0239	confirmatory::P0C236
CL0239	confirmatory::P0DRI0
CL0239	confirmatory::P0DRI2
CL0239	confirmatory::P12704
CL0239	confirmatory::P12705
CL0239	confirmatory::P12706
CL0239	confirmatory::P12708
CL0239	confirmatory::P13190
CL0239	confirmatory::P15131
CL0239	confirmatory::P15411
CL0239	confirmatory::P16501
CL0239	confirmatory::P17085
CL0239	confirmatory::P17647
CL0239	confirmatory::P17715
CL0239	confirmatory::P18109
CL0239	confirmatory::P19884
CL0239	confirmatory::P21808
CL0239	confirmatory::P22334
CL0239	confirmatory::P22618
CL0239	confirmatory::P22969
CL0239	confirmatory::P26726
CL0239	confirmatory::P26727
CL0239	confirmatory::P26728
CL0239	confirmatory::P26729
CL0239	confirmatory::P26730
CL0239	confirmatory::P26733
CL0239	confirmatory::P26734
CL0239	confirmatory::P26735
CL0239	confirmatory::P26736
CL0239	confirmatory::P26737
CL0239	confirmatory::P26738
CL0239	confirmatory::P26739
CL0239	confirmatory::P26740
CL0239	confirmatory::P26741
CL0239	confirmatory::P26743
CL0239	confirmatory::P29335
CL0239	confirmatory::P29519
CL0239	confirmatory::P30406
CL0239	confirmatory::P30407
CL0239	confirmatory::P30410
CL0239	confirmatory::P33717
CL0239	confirmatory::P33718
CL0239	confirmatory::P33719
CL0239	confirmatory::P33720
CL0239	confirmatory::P33721
CL0239	confirmatory::P33722
CL0239	confirmatory::P41522
CL0239	confirmatory::P41694
CL0239	confirmatory::P42633
CL0239	confirmatory::P47932
CL0239	confirmatory::P51454
CL0239	confirmatory::P51455
CL0239	confirmatory::P51459
CL0239	confirmatory::P51460
CL0239	confirmatory::P67968
CL0239	confirmatory::P67969
CL0239	confirmatory::P67970
CL0239	confirmatory::P67971
CL0239	confirmatory::P67972
CL0239	confirmatory::P67974
CL0239	confirmatory::P68243
CL0239	confirmatory::P68245
CL0239	confirmatory::P68987
CL0239	confirmatory::P68989
CL0239	confirmatory::P68990
CL0239	confirmatory::P68991
CL0239	confirmatory::P68992
CL0239	confirmatory::P69048
CL0239	confirmatory::P81191
CL0239	confirmatory::P81423
CL0239	confirmatory::P83770
CL0239	confirmatory::P84775
CL0239	confirmatory::P91797
CL0239	confirmatory::P91896
CL0239	confirmatory::Q02815
CL0239	confirmatory::Q08279
CL0239	confirmatory::Q17194
CL0239	confirmatory::Q28933
CL0239	confirmatory::Q32L79
CL0239	confirmatory::Q5CZK3
CL0239	confirmatory::Q5CZK5
CL0239	confirmatory::Q62587
CL0239	confirmatory::Q64171
CL0239	confirmatory::Q6GUL6
CL0239	confirmatory::Q6X7V3
CL0239	confirmatory::Q6YK33
CL0239	confirmatory::Q7KUD5
CL0239	confirmatory::Q8BFS3
CL0239	confirmatory::Q8HXV2
CL0239	confirmatory::Q8HY17
CL0239	confirmatory::Q8WXF3
CL0239	confirmatory::Q90325
CL0239	confirmatory::Q90WX8
CL0239	confirmatory::Q9MYK8
CL0239	confirmatory::Q9QY05
CL0239	confirmatory::Q9TQY7
CL0239	confirmatory::Q9TRM8
CL0239	confirmatory::Q9VT50
CL0239	confirmatory::Q9VT51
CL0239	confirmatory::Q9VT53
CL0239	confirmatory::Q9W7R2
CL0239	confirmatory::Q9WUK0
CL0239	confirmatory::Q9WV41
CL0239	confirmatory::Q9Y581
CL0239	confirmatory::Q9Y5Q6
CL0239	discovery::C0HJI4
CL0239	discovery::C0HKS5
CL0239	discovery::P01321
CL0239	discovery::P01336
CL0239	discovery::P12703
CL0239	discovery::P69046
CL0239	discovery::Q17192
CL0239	discovery::Q9VT52
CL0244	confirmatory::A0A0N9E2K8
CL0244	confirmatory::G5EGM1
CL0244	confirmatory::O04529
CL0244	confirmatory::O13065
CL0244	confirmatory::O18767
CL0244	confirmatory::O18927
CL0244	confirmatory::O23507
CL0244	confirmatory::O35548
CL0244	confirmatory::O54732
CL0244	confirmatory::O55123
CL0244	confirmatory::O60882
CL0244	confirmatory::O62806
CL0244	confirmatory::O70138
CL0244	confirmatory::O77656
CL0244	confirmatory::O88766
CL0244	confirmatory::O93470
CL0244	confirmatory::P03956
CL0244	confirmatory::P03957
CL0244	confirmatory::P07152
CL0244	confirmatory::P08254
CL0244	confirmatory::P09237
CL0244	confirmatory::P09238
CL0244	confirmatory::P13943
CL0244	confirmatory::P21692
CL0244	confirmatory::P22757
CL0244	confirmatory::P22894
CL0244	confirmatory::P28053
CL0244	confirmatory::P28862
CL0244	confirmatory::P28863
CL0244	confirmatory::P29136
CL0244	confirmatory::P39900
CL0244	confirmatory::P45452
CL0244	confirmatory::P50280
CL0244	confirmatory::P50757
CL0244	confirmatory::P51511
CL0244	confirmatory::P51512
CL0244	confirmatory::P52176
CL0244	confirmatory::P53690
CL0244	confirmatory::P57748
CL0244	confirmatory::P79227
CL0244	confirmatory::P79287
CL0244	confirmatory::P91953
CL0244	confirmatory::Q10738
CL0244	confirmatory::Q10739
CL0244	confirmatory::Q10835
CL0244	confirmatory::Q28397
CL0244	confirmatory::Q5XF51
CL0244	confirmatory::Q63341
CL0244	confirmatory::Q6Y4Q5
CL0244	confirmatory::Q8GWW6
CL0244	confirmatory::Q8K3F2
CL0244	confirmatory::Q8N119
CL0244	confirmatory::Q90611
CL0244	confirmatory::Q90YC2
CL0244	confirmatory::Q95220
CL0244	confirmatory::Q99542
CL0244	confirmatory::Q99PW6
CL0244	confirmatory::Q9EPL5
CL0244	confirmatory::Q9GLE4
CL0244	confirmatory::Q9GLE5
CL0244	confirmatory::Q9H239
CL0244	confirmatory::Q9H306
CL0244	confirmatory::Q9JHI0
CL0244	confirmatory::Q9NPA2
CL0244	confirmatory::Q9R0S2
CL0244	confirmatory::Q9ULZ9
CL0244	confirmatory::Q9WTR0
CL0244	confirmatory::Q9XSZ5
CL0244	confirmatory::Q9Y5R2
CL0244	confirmatory::Q9ZUJ5
CL0244	discovery::P34960
CL0244	discovery::Q3U435
CL0244	discovery::Q9XT90
CL0251	confirmatory::P96723
CL0263	confirmatory::E0TU96
CL0263	confirmatory::J3SEZ3
CL0263	confirmatory::O34330
CL0263	confirmatory::Q5WPS9
CL0264	confirmatory::P10477
CL0264	confirmatory::P15329
CL0264	confirmatory::Q99289
CL0267	confirmatory::Q58CQ5
CL0267	confirmatory::Q66H85
CL0267	confirmatory::Q80UU1
CL0267	confirmatory::Q9H8Y5
CL0268	confirmatory::Q1JPL7
CL0268	confirmatory::Q44492
CL0268	confirmatory::Q44493
CL0268	confirmatory::Q44495
CL0268	confirmatory::Q9ZFH0
CL0271	confirmatory::Q83730
CL0271	confirmatory::Q8QN36
CL0276	confirmatory::O07732
CL0293	confirmatory::D3YXF5
CL0293	confirmatory::E9Q6D8
CL0293	confirmatory::P02748
CL0293	confirmatory::P06683
CL0293	confirmatory::P07357
CL0293	confirmatory::P07358
CL0293	confirmatory::P0DQO9
CL0293	confirmatory::P10643
CL0293	confirmatory::P13671
CL0293	confirmatory::P28031
CL0293	confirmatory::P48747
CL0293	confirmatory::P55314
CL0293	confirmatory::P58911
CL0293	confirmatory::P61134
CL0293	confirmatory::P98137
CL0293	confirmatory::Q29RQ1
CL0293	confirmatory::Q29RU4
CL0293	confirmatory::Q53957
CL0293	confirmatory::Q5RAD0
CL0293	confirmatory::Q811M5
CL0293	confirmatory::Q8BH35
CL0293	confirmatory::Q8K182
CL0293	confirmatory::Q939T0
CL0293	confirmatory::Q9TUQ3
CL0293	discovery::A0A8B6XDS4
CL0306	confirmatory::Q6P1H6
CL0306	confirmatory::Q7TP65
CL0314	confirmatory::A0A336U965
CL0314	confirmatory::B2HIL6
CL0314	confirmatory::C0LTL9
CL0314	confirmatory::I1S2J4
CL0314	confirmatory::J3KAS2
CL0314	confirmatory::O34163
CL0314	confirmatory::O75891
CL0314	confirmatory::P0ADI4
CL0314	confirmatory::P0DY36
CL0314	confirmatory::P9WQ61
CL0314	confirmatory::Q3SY69
CL0314	confirmatory::Q52400
CL0314	confirmatory::Q6TNA5
CL0314	confirmatory::Q7TXK7
CL0314	confirmatory::Q8K009
CL0314	confirmatory::Q9FGJ4
CL0314	confirmatory::Q9VDC6
CL0320	confirmatory::A0A0K0IP23
CL0320	confirmatory::A0A1S3PBB7
CL0320	confirmatory::A0A3S6I186
CL0320	confirmatory::A0A5C1J0Z8
CL0320	confirmatory::A0A6B9KZ52
CL0320	confirmatory::A0A6B9L8T7
CL0320	confirmatory::B2Z449
CL0320	confirmatory::B2Z450
CL0320	confirmatory::B7PKZ1
CL0320	confirmatory::B7PKZ2
CL0320	confirmatory::E3P6N9
CL0320	confirmatory::G5ECM9
CL0320	confirmatory::G5EDZ9
CL0320	confirmatory::J3RYX9
CL0320	confirmatory::J7FQE8
CL0320	confirmatory::O08677
CL0320	confirmatory::O19092
CL0320	confirmatory::O19093
CL0320	confirmatory::O60676
CL0320	confirmatory::O70159
CL0320	confirmatory::O76096
CL0320	confirmatory::O88969
CL0320	confirmatory::O89098
CL0320	confirmatory::O97862
CL0320	confirmatory::P01034
CL0320	confirmatory::P01036
CL0320	confirmatory::P01037
CL0320	confirmatory::P01038
CL0320	confirmatory::P01039
CL0320	confirmatory::P01042
CL0320	confirmatory::P01044
CL0320	confirmatory::P01045
CL0320	confirmatory::P01048
CL0320	confirmatory::P02765
CL0320	confirmatory::P04080
CL0320	confirmatory::P04196
CL0320	confirmatory::P08932
CL0320	confirmatory::P08934
CL0320	confirmatory::P08935
CL0320	confirmatory::P09228
CL0320	confirmatory::P12763
CL0320	confirmatory::P19313
CL0320	confirmatory::P21460
CL0320	confirmatory::P24090
CL0320	confirmatory::P25973
CL0320	confirmatory::P28325
CL0320	confirmatory::P29695
CL0320	confirmatory::P29699
CL0320	confirmatory::P29700
CL0320	confirmatory::P29701
CL0320	confirmatory::P31727
CL0320	confirmatory::P32766
CL0320	confirmatory::P35173
CL0320	confirmatory::P35174
CL0320	confirmatory::P35175
CL0320	confirmatory::P35479
CL0320	confirmatory::P35481
CL0320	confirmatory::P56567
CL0320	confirmatory::P60575
CL0320	confirmatory::P60576
CL0320	confirmatory::P80191
CL0320	confirmatory::P80416
CL0320	confirmatory::P80736
CL0320	confirmatory::P81061
CL0320	confirmatory::P81714
CL0320	confirmatory::P90698
CL0320	confirmatory::P97515
CL0320	confirmatory::Q03196
CL0320	confirmatory::Q10994
CL0320	confirmatory::Q28640
CL0320	confirmatory::Q28986
CL0320	confirmatory::Q28987
CL0320	confirmatory::Q28988
CL0320	confirmatory::Q29290
CL0320	confirmatory::Q29RH0
CL0320	confirmatory::Q2NKZ5
CL0320	confirmatory::Q2XXN5
CL0320	confirmatory::Q32KQ9
CL0320	confirmatory::Q58D62
CL0320	confirmatory::Q5KQS1
CL0320	confirmatory::Q5KQS2
CL0320	confirmatory::Q5KQS3
CL0320	confirmatory::Q5KQS4
CL0320	confirmatory::Q5KQS5
CL0320	confirmatory::Q5R1U3
CL0320	confirmatory::Q5W188
CL0320	confirmatory::Q62426
CL0320	confirmatory::Q65YR7
CL0320	confirmatory::Q65YR8
CL0320	confirmatory::Q6T6T4
CL0320	confirmatory::Q76LA0
CL0320	confirmatory::Q7M429
CL0320	confirmatory::Q80Y72
CL0320	confirmatory::Q80ZN5
CL0320	confirmatory::Q862Z5
CL0320	confirmatory::Q8I030
CL0320	confirmatory::Q8K5A3
CL0320	confirmatory::Q8LC76
CL0320	confirmatory::Q8MVB6
CL0320	confirmatory::Q8VIH8
CL0320	confirmatory::Q8VII2
CL0320	confirmatory::Q8VII3
CL0320	confirmatory::Q8WNR9
CL0320	confirmatory::Q9DAN8
CL0320	confirmatory::Q9DGI0
CL0320	confirmatory::Q9H112
CL0320	confirmatory::Q9H114
CL0320	confirmatory::Q9H4G1
CL0320	confirmatory::Q9JM84
CL0320	confirmatory::Q9N2D0
CL0320	confirmatory::Q9QX79
CL0320	confirmatory::Q9QXC1
CL0320	confirmatory::Q9UGM5
CL0320	confirmatory::Q9Z0H6
CL0320	confirmatory::V5H924
CL0320	discovery::A0A224AHH8
CL0320	discovery::P14841
CL0320	discovery::P25417
CL0320	discovery::P35478
CL0321	confirmatory::J3RZ81
CL0321	confirmatory::O46559
CL0321	confirmatory::O46647
CL0321	confirmatory::O88354
CL0321	confirmatory::P06857
CL0321	confirmatory::P07867
CL0321	confirmatory::P11150
CL0321	confirmatory::P11151
CL0321	confirmatory::P11152
CL0321	confirmatory::P11153
CL0321	confirmatory::P11602
CL0321	confirmatory::P17892
CL0321	confirmatory::P29183
CL0321	confirmatory::P49060
CL0321	confirmatory::P49923
CL0321	confirmatory::P50903
CL0321	confirmatory::P54315
CL0321	confirmatory::P54316
CL0321	confirmatory::P54317
CL0321	confirmatory::P54318
CL0321	confirmatory::P55031
CL0321	confirmatory::P59026
CL0321	confirmatory::P81139
CL0321	confirmatory::Q06000
CL0321	confirmatory::Q29524
CL0321	confirmatory::Q3SZ79
CL0321	confirmatory::Q5BKQ4
CL0321	confirmatory::Q64424
CL0321	confirmatory::Q64425
CL0321	confirmatory::Q8VBX1
CL0321	confirmatory::Q93LQ6
CL0321	confirmatory::Q9WVG5
CL0321	discovery::P00591
CL0321	discovery::Q02157
CL0323	confirmatory::O60733
CL0329	confirmatory::O31147
CL0329	confirmatory::O44952
CL0329	confirmatory::O64948
CL0329	confirmatory::P0A9M0
CL0329	confirmatory::P37945
CL0329	confirmatory::P93655
CL0329	confirmatory::Q3MIB4
CL0329	confirmatory::Q3SX23
CL0329	confirmatory::Q59HJ6
CL0329	confirmatory::Q69UZ3
CL0329	confirmatory::Q86WA8
CL0329	confirmatory::Q8CGK3
CL0329	confirmatory::Q9DBN5
CL0329	confirmatory::Q9M9L7
CL0329	confirmatory::Q9M9L8
CL0333	confirmatory::P10410
CL0345	confirmatory::P09167
CL0345	confirmatory::P14608
CL0345	confirmatory::Q1I8U1
CL0345	confirmatory::Q45729
CL0352	confirmatory::E0TU96
CL0352	confirmatory::O34330
CL0352	confirmatory::P42296
CL0352	discovery::Q813X6
CL0353	confirmatory::Q6ZMM2
CL0361	confirmatory::Q8CG07
CL0361	confirmatory::Q91XU0
CL0361	confirmatory::Q96S55
CL0364	confirmatory::A0A0M3R8G2
CL0364	confirmatory::A9JQS7
CL0364	confirmatory::A9QY38
CL0364	confirmatory::A9QY39
CL0364	confirmatory::A9QY40
CL0364	confirmatory::F4HPF1
CL0364	confirmatory::F4JA91
CL0364	confirmatory::F4JXC5
CL0364	confirmatory::F4KEL0
CL0364	confirmatory::G7KEU7
CL0364	confirmatory::I1N462
CL0364	confirmatory::J9VDC2
CL0364	confirmatory::O49607
CL0364	confirmatory::O64481
CL0364	confirmatory::O64495
CL0364	confirmatory::O65351
CL0364	confirmatory::P29141
CL0364	confirmatory::Q9FK76
CL0364	confirmatory::Q9FLI4
CL0364	confirmatory::Q9LUM3
CL0364	confirmatory::Q9LVJ1
CL0364	confirmatory::Q9MAP7
CL0364	confirmatory::Q9STF7
CL0364	confirmatory::Q9ZUF6
CL0364	discovery::Q9SZY3
CL0368	confirmatory::P59026
CL0378	confirmatory::A0A336U965
CL0378	confirmatory::B2HIL6
CL0378	confirmatory::C0LTL9
CL0378	confirmatory::I1S2J4
CL0378	confirmatory::J3KAS2
CL0378	confirmatory::P9WQ61
CL0378	confirmatory::Q52400
CL0378	confirmatory::Q6TNA5
CL0378	confirmatory::Q7TXK7
CL0378	confirmatory::Q9VDC6
CL0402	confirmatory::P03974
CL0402	confirmatory::P18708
CL0402	confirmatory::P18759
CL0402	confirmatory::P25694
CL0402	confirmatory::P46459
CL0402	confirmatory::P46460
CL0402	confirmatory::P54351
CL0402	confirmatory::P54609
CL0402	confirmatory::P54811
CL0402	confirmatory::P54812
CL0402	confirmatory::Q01853
CL0402	confirmatory::Q3ZBT1
CL0402	confirmatory::Q6GL04
CL0402	confirmatory::Q75JI3
CL0402	confirmatory::Q7KN62
CL0402	confirmatory::Q7ZU99
CL0402	confirmatory::Q9LZF6
CL0402	confirmatory::Q9M0Y8
CL0402	confirmatory::Q9QUL6
CL0402	confirmatory::Q9SCN8
CL0422	confirmatory::A0A8J8
CL0422	confirmatory::A2AV25
CL0422	confirmatory::D8VNS9
CL0422	confirmatory::E9PV24
CL0422	confirmatory::O08538
CL0422	confirmatory::O15123
CL0422	confirmatory::O18920
CL0422	confirmatory::O35460
CL0422	confirmatory::O35462
CL0422	confirmatory::O43827
CL0422	confirmatory::O77802
CL0422	confirmatory::O88310
CL0422	confirmatory::O95841
CL0422	confirmatory::P02671
CL0422	confirmatory::P02676
CL0422	confirmatory::P02678
CL0422	confirmatory::P02679
CL0422	confirmatory::P04115
CL0422	confirmatory::P06399
CL0422	confirmatory::P12799
CL0422	confirmatory::P12804
CL0422	confirmatory::P14448
CL0422	confirmatory::P14480
CL0422	confirmatory::P17634
CL0422	confirmatory::P19477
CL0422	confirmatory::P21520
CL0422	confirmatory::P33573
CL0422	confirmatory::P55083
CL0422	confirmatory::P55918
CL0422	confirmatory::P85031
CL0422	confirmatory::P86239
